player_elo,opponent_elo,win,expected_prob,elo_delta
1309.0,1293.0,0,0.546,-8.189
1309.0,1400.0,1,0.26,11.105
1309.0,1287.0,1,0.563,6.555
1309.0,1486.0,0,0.115,-1.729
1309.0,1527.0,0,0.075,-1.128
1309.0,1343.0,0,0.403,-6.051
1309.0,1400.0,0,0.26,-3.895
1309.0,1494.0,0,0.106,-1.593
1307.0,1281.0,0,0.574,-8.614
1307.0,1310.0,1,0.491,7.63
1307.0,1198.0,1,0.778,3.328
1294.0,1404.0,0,0.22,-3.298
1294.0,1353.0,1,0.336,9.954
1294.0,1260.0,1,0.597,6.051
1307.0,1220.0,1,0.731,4.029
1307.0,1266.0,0,0.616,-9.238
1307.0,1211.0,1,0.751,3.731
1307.0,1297.0,1,0.529,7.069
1307.0,1338.0,1,0.412,8.824
1307.0,921.0,1,0.988,0.174
1307.0,1229.0,1,0.711,4.342
1307.0,1296.0,1,0.532,7.026
1307.0,1266.0,1,0.616,5.762
1307.0,1015.0,1,0.966,0.503
1307.0,971.0,1,0.98,0.307
1307.0,1296.0,0,0.532,-7.974
1307.0,1129.0,1,0.886,1.712
1307.0,1100.0,1,0.916,1.267
1307.0,1184.0,1,0.805,2.929
1307.0,858.0,1,0.994,0.085
1307.0,1042.0,1,0.955,0.678
1307.0,1147.0,1,0.863,2.052
1307.0,1090.0,1,0.924,1.14
1307.0,1000.0,1,0.972,0.425
1307.0,1141.0,1,0.871,1.933
1301.0,1213.0,1,0.734,3.995
1301.0,1009.0,1,0.966,0.503
1301.0,1049.0,1,0.948,0.781
1301.0,1014.0,1,0.965,0.531
1301.0,874.0,1,0.993,0.109
1301.0,888.0,1,0.991,0.128
1300.0,1075.0,1,0.93,1.046
1300.0,831.0,1,0.996,0.067
1300.0,797.0,1,0.997,0.046
1320.0,1349.0,0,0.417,-6.259
1320.0,1183.0,1,0.829,2.568
1320.0,1242.0,0,0.711,-10.658
1320.0,1400.0,0,0.285,-4.271
1320.0,1265.0,1,0.653,5.202
1320.0,1357.0,0,0.395,-5.926
1320.0,1506.0,1,0.105,13.423
1320.0,1309.0,0,0.532,-7.974
1320.0,1283.0,1,0.605,5.926
1320.0,914.0,1,0.991,0.139
1320.0,1287.0,0,0.594,-8.908
1320.0,1074.0,1,0.944,0.834
1320.0,600.0,1,1.0,0.004
1348.0,1200.0,1,0.846,2.309
1348.0,1372.0,0,0.431,-6.47
1348.0,1575.0,0,0.068,-1.024
1348.0,1187.0,1,0.865,2.032
1348.0,1268.0,0,0.715,-10.729
1348.0,1258.0,0,0.738,-11.072
1348.0,1462.0,0,0.212,-3.181
1348.0,1526.0,0,0.114,-1.712
1354.0,1303.0,1,0.643,5.359
1354.0,1468.0,0,0.212,-3.181
1354.0,1249.0,0,0.77,-11.551
1354.0,956.0,1,0.99,0.152
1354.0,1103.0,1,0.947,0.79
1354.0,1143.0,1,0.919,1.215
1354.0,866.0,1,0.996,0.054
1354.0,1093.0,1,0.953,0.708
1354.0,906.0,1,0.994,0.086
1359.0,1186.0,1,0.88,1.801
1359.0,1313.0,0,0.629,-9.441
1359.0,1026.0,1,0.979,0.318
1359.0,1094.0,1,0.955,0.678
1359.0,1030.0,1,0.978,0.332
1359.0,1056.0,1,0.97,0.445
1359.0,909.0,1,0.994,0.084
1359.0,858.0,1,0.997,0.047
1359.0,767.0,1,0.999,0.016
1359.0,943.0,1,0.992,0.124
1359.0,1044.0,1,0.974,0.389
1373.0,1075.0,0,0.969,-14.53
1373.0,1051.0,1,0.976,0.359
1373.0,1070.0,1,0.97,0.445
1337.0,1109.0,1,0.932,1.013
1337.0,977.0,1,0.984,0.234
1337.0,894.0,1,0.994,0.091
1337.0,1208.0,1,0.815,2.77
1337.0,1233.0,1,0.768,3.479
1337.0,1072.0,1,0.955,0.678
1337.0,1195.0,1,0.837,2.448
1337.0,845.0,1,0.997,0.052
1337.0,1025.0,1,0.973,0.402
1337.0,1004.0,1,0.979,0.318
1337.0,1293.0,1,0.624,5.64
1337.0,1016.0,1,0.976,0.363
1337.0,1103.0,1,0.937,0.95
1337.0,824.0,1,0.997,0.041
1337.0,1137.0,1,0.909,1.364
1337.0,1584.0,0,0.055,-0.825
1337.0,1410.0,0,0.301,-4.522
1337.0,1050.0,1,0.965,0.531
1337.0,1395.0,0,0.339,-5.085
1337.0,1177.0,1,0.863,2.052
1337.0,730.0,1,0.999,0.014
1358.0,1103.0,1,0.95,0.756
1358.0,1245.0,0,0.786,-11.79
1358.0,991.0,1,0.986,0.216
1367.0,1066.0,1,0.97,0.455
1367.0,1010.0,1,0.984,0.242
1367.0,1067.0,1,0.969,0.46
1367.0,746.0,1,0.999,0.012
1367.0,932.0,1,0.993,0.1
1367.0,906.0,1,0.995,0.074
1367.0,920.0,1,0.994,0.087
1367.0,1006.0,1,0.985,0.231
1367.0,1087.0,1,0.962,0.574
1367.0,1110.0,1,0.951,0.74
1367.0,1034.0,1,0.979,0.318
1367.0,1114.0,1,0.948,0.773
1367.0,921.0,1,0.994,0.088
1367.0,1702.0,0,0.021,-0.31
1367.0,1085.0,0,0.963,-14.438
1367.0,1023.0,1,0.981,0.28
1367.0,915.0,1,0.995,0.082
1365.0,916.0,1,0.994,0.085
1365.0,1022.0,1,0.981,0.284
1365.0,1057.0,1,0.972,0.42
1365.0,965.0,1,0.99,0.149
1354.0,1131.0,1,0.929,1.069
1354.0,1268.0,1,0.729,4.063
1354.0,1088.0,1,0.955,0.67
1354.0,1164.0,1,0.899,1.513
1354.0,1216.0,1,0.83,2.543
1354.0,853.0,1,0.997,0.047
1354.0,1139.0,1,0.922,1.164
1354.0,1038.0,1,0.974,0.384
1352.0,848.0,1,0.997,0.045
1352.0,1127.0,1,0.93,1.046
1352.0,653.0,1,1.0,0.005
1352.0,986.0,1,0.985,0.219
1352.0,1043.0,1,0.972,0.416
1352.0,999.0,1,0.983,0.253
1349.0,1060.0,1,0.965,0.52
1349.0,991.0,1,0.984,0.239
1349.0,1189.0,1,0.863,2.052
1354.0,1374.0,0,0.443,-6.64
1354.0,1049.0,1,0.971,0.435
1354.0,1173.0,1,0.889,1.66
1349.0,1123.0,1,0.931,1.035
1349.0,1236.0,1,0.786,3.21
1349.0,1001.0,1,0.982,0.268
1348.0,1029.0,1,0.975,0.372
1348.0,777.0,1,0.999,0.021
1348.0,1062.0,1,0.964,0.537
1348.0,733.0,1,0.999,0.013
1348.0,905.0,1,0.994,0.091
1348.0,927.0,1,0.992,0.117
1349.0,1201.0,1,0.846,2.309
1349.0,1292.0,1,0.658,5.124
1349.0,1385.0,0,0.398,-5.968
1349.0,1304.0,0,0.627,-9.4
1349.0,1308.0,1,0.616,5.762
1349.0,1320.0,0,0.583,-8.741
1349.0,1412.0,1,0.326,10.107
1349.0,1303.0,1,0.629,5.559
1349.0,1357.0,0,0.477,-7.155
1360.0,1371.0,0,0.468,-7.026
1360.0,1296.0,1,0.676,4.855
1360.0,1337.0,0,0.566,-8.487
1360.0,1387.0,0,0.423,-6.344
1360.0,1255.0,1,0.77,3.449
1360.0,1203.0,1,0.859,2.114
1353.0,1332.0,1,0.56,6.598
1353.0,1510.0,0,0.141,-2.114
1353.0,1373.0,0,0.443,-6.64
1353.0,1329.0,0,0.569,-8.53
1353.0,1394.0,1,0.384,9.238
1353.0,1379.0,1,0.426,8.614
1343.0,1353.0,0,0.471,-7.069
1343.0,1392.0,1,0.363,9.561
1343.0,1344.0,1,0.497,7.543
1335.0,1283.0,1,0.645,5.32
1335.0,1352.0,1,0.451,8.232
1335.0,1372.0,1,0.395,9.074
1335.0,1375.0,0,0.387,-5.803
1335.0,1355.0,0,0.443,-6.64
1335.0,1343.0,0,0.477,-7.155
1335.0,1359.0,1,0.431,8.53
1335.0,1263.0,1,0.696,4.558
1335.0,1327.0,0,0.523,-7.845
1338.0,1289.0,1,0.637,5.439
1338.0,1421.0,0,0.278,-4.166
1338.0,1427.0,0,0.264,-3.962
1297.0,1437.0,1,0.166,12.505
1297.0,1293.0,1,0.512,7.327
1297.0,1153.0,1,0.84,2.401
1297.0,1231.0,1,0.681,4.78
1297.0,1181.0,0,0.792,-11.876
1297.0,1398.0,0,0.238,-3.572
1297.0,1256.0,1,0.616,5.762
1297.0,1310.0,1,0.463,8.06
1297.0,1511.0,0,0.078,-1.177
1297.0,1198.0,1,0.758,3.635
1328.0,1096.0,1,0.935,0.971
1328.0,1274.0,1,0.651,5.241
1328.0,1276.0,1,0.645,5.32
1328.0,1117.0,1,0.919,1.215
1335.0,1166.0,1,0.875,1.875
1335.0,1206.0,1,0.815,2.77
1335.0,1101.0,0,0.937,-14.05
1335.0,865.0,1,0.996,0.067
1335.0,1058.0,1,0.96,0.594
1339.0,1304.0,1,0.599,6.009
1339.0,1255.0,0,0.725,-10.868
1339.0,1136.0,1,0.912,1.321
1361.0,1282.0,0,0.713,-10.694
1361.0,1222.0,0,0.832,-12.481
1361.0,1123.0,1,0.939,0.91
1354.0,1217.0,1,0.829,2.568
1354.0,1181.0,1,0.88,1.801
1354.0,1221.0,1,0.822,2.667
1344.0,1101.0,1,0.943,0.862
1344.0,1117.0,1,0.932,1.024
1344.0,1251.0,1,0.745,3.829
1344.0,1159.0,1,0.894,1.593
1344.0,1214.0,1,0.817,2.744
1344.0,1024.0,1,0.975,0.368
1339.0,1137.0,1,0.911,1.335
1339.0,1148.0,1,0.9,1.498
1339.0,1165.0,1,0.881,1.783
1308.0,1214.0,1,0.747,3.796
1308.0,1239.0,1,0.689,4.668
1308.0,1244.0,1,0.676,4.855
1308.0,1091.0,1,0.924,1.14
1308.0,1220.0,1,0.734,3.995
1308.0,1175.0,1,0.822,2.667
1308.0,1361.0,1,0.352,9.72
1308.0,1334.0,1,0.426,8.614
1308.0,1293.0,0,0.543,-8.146
1357.0,1191.0,1,0.871,1.933
1357.0,1200.0,1,0.859,2.114
1357.0,1225.0,0,0.82,-12.307
1357.0,1349.0,1,0.523,7.155
1357.0,1285.0,0,0.696,-10.442
1356.0,1131.0,1,0.93,1.046
1356.0,1026.0,1,0.978,0.328
1356.0,1064.0,1,0.966,0.503
1356.0,1047.0,1,0.972,0.416
1356.0,1195.0,1,0.865,2.032
1356.0,991.0,1,0.985,0.221
1356.0,1165.0,1,0.9,1.498
1356.0,1410.0,0,0.349,-5.241
1368.0,1197.0,1,0.877,1.838
1368.0,1339.0,1,0.583,6.259
1368.0,1378.0,0,0.471,-7.069
1368.0,1444.0,0,0.294,-4.413
1368.0,1392.0,0,0.431,-6.47
1368.0,1321.0,0,0.632,-9.481
1368.0,1306.0,0,0.671,-10.069
1368.0,1360.0,1,0.523,7.155
1368.0,1294.0,1,0.701,4.485
1368.0,1294.0,0,0.701,-10.515
1368.0,1506.0,0,0.17,-2.543
1368.0,1340.0,1,0.58,6.302
1368.0,1306.0,1,0.671,4.931
1363.0,1290.0,1,0.699,4.522
1363.0,1007.0,1,0.984,0.245
1363.0,1009.0,1,0.983,0.25
1378.0,1483.0,0,0.23,-3.449
1378.0,1544.0,0,0.129,-1.933
1378.0,1390.0,0,0.466,-6.983
1378.0,1346.0,1,0.591,6.134
1378.0,1283.0,0,0.749,-11.236
1378.0,1342.0,1,0.602,5.968
1378.0,1519.0,1,0.165,12.529
1378.0,1470.0,0,0.257,-3.862
1378.0,1143.0,0,0.937,-14.06
1378.0,1103.0,1,0.96,0.607
1378.0,1190.0,1,0.897,1.545
1396.0,1172.0,1,0.929,1.058
1396.0,1309.0,0,0.731,-10.971
1396.0,1486.0,1,0.262,11.072
1396.0,1274.0,0,0.803,-12.044
1396.0,1245.0,0,0.85,-12.757
1421.0,1368.0,0,0.648,-9.72
1421.0,1194.0,1,0.932,1.024
1421.0,1209.0,1,0.92,1.202
1421.0,1404.0,0,0.549,-8.232
1421.0,1777.0,0,0.016,-0.245
1421.0,1355.0,1,0.681,4.78
1421.0,1375.0,0,0.629,-9.441
1421.0,1187.0,1,0.937,0.95
1421.0,1164.0,1,0.951,0.74
1421.0,1395.0,0,0.574,-8.614
1421.0,1268.0,1,0.853,2.199
1427.0,1482.0,0,0.347,-5.202
1427.0,1426.0,0,0.503,-7.543
1427.0,1479.0,0,0.355,-5.32
1427.0,1345.0,1,0.72,4.201
1427.0,1332.0,1,0.749,3.764
1427.0,1338.0,1,0.736,3.962
1412.0,1309.0,1,0.766,3.51
1412.0,1412.0,1,0.5,7.5
1412.0,1227.0,1,0.894,1.593
1412.0,1256.0,1,0.858,2.135
1412.0,1858.0,0,0.006,-0.088
1412.0,1031.0,1,0.988,0.184
1408.0,1202.0,1,0.915,1.28
1368.0,1086.0,1,0.963,0.562
1368.0,921.0,1,0.994,0.087
1368.0,1437.0,0,0.311,-4.668
1368.0,1417.0,0,0.363,-5.439
1368.0,1058.0,1,0.973,0.411
1368.0,1209.0,1,0.862,2.073
1368.0,1347.0,0,0.56,-8.402
1368.0,1155.0,1,0.921,1.189
1368.0,1385.0,0,0.451,-6.768
1368.0,1223.0,1,0.841,2.378
1368.0,1736.0,0,0.014,-0.214
1368.0,1457.0,0,0.264,-3.962
1365.0,695.0,1,1.0,0.007
1365.0,1131.0,1,0.937,0.95
1365.0,1291.0,1,0.701,4.485
1365.0,1487.0,0,0.197,-2.956
1365.0,1224.0,1,0.835,2.471
1365.0,1645.0,0,0.038,-0.574
1365.0,1043.0,1,0.976,0.359
1365.0,1542.0,0,0.115,-1.729
1384.0,1386.0,0,0.494,-7.414
1384.0,1510.0,0,0.19,-2.849
1384.0,1364.0,0,0.557,-8.36
1384.0,1230.0,0,0.855,0.0
1384.0,1008.0,1,0.987,0.195
1384.0,938.0,1,0.994,0.088
1384.0,1448.0,0,0.324,-4.855
1384.0,1569.0,0,0.106,-1.593
1384.0,1332.0,1,0.645,5.32
1382.0,748.0,1,0.999,0.01
1382.0,1167.0,1,0.922,1.164
1382.0,964.0,1,0.992,0.121
1382.0,1097.0,1,0.964,0.543
1382.0,717.0,1,1.0,0.007
1382.0,1010.0,1,0.986,0.204
1346.0,1296.0,0,0.64,-9.601
1346.0,1336.0,1,0.529,7.069
1346.0,1216.0,1,0.817,2.744
1346.0,954.0,1,0.989,0.163
1346.0,1308.0,1,0.608,5.885
1346.0,1158.0,1,0.897,1.545
1346.0,1111.0,1,0.937,0.94
1346.0,998.0,1,0.982,0.268
1346.0,1279.0,1,0.684,4.743
1346.0,1450.0,1,0.232,11.521
1346.0,1290.0,1,0.656,5.163
1346.0,1561.0,0,0.078,-1.164
1346.0,1225.0,1,0.801,2.984
1346.0,1108.0,1,0.939,0.91
1346.0,1383.0,0,0.395,-5.926
1346.0,840.0,1,0.997,0.044
1346.0,1042.0,1,0.971,0.44
1346.0,1117.0,1,0.933,1.002
1335.0,1365.0,0,0.415,-6.218
1335.0,1517.0,1,0.11,13.357
1335.0,1277.0,1,0.661,5.085
1335.0,1383.0,0,0.365,-5.479
1335.0,1476.0,0,0.165,-2.471
1335.0,1293.0,1,0.619,5.721
1335.0,1363.0,0,0.42,-6.302
1335.0,1253.0,1,0.72,4.201
1335.0,1208.0,1,0.812,2.822
1335.0,745.0,1,0.999,0.017
1335.0,1547.0,1,0.08,13.798
1335.0,1258.0,0,0.708,-10.622
1335.0,1456.0,0,0.199,-2.984
1347.0,1365.0,0,0.448,-6.726
1347.0,1589.0,0,0.058,-0.871
1304.0,1114.0,0,0.899,-13.487
1304.0,1063.0,1,0.941,0.881
1304.0,1188.0,1,0.792,3.124
1304.0,1145.0,1,0.862,2.073
1304.0,1112.0,1,0.901,1.482
1304.0,1191.0,1,0.786,3.21
1304.0,1256.0,1,0.635,5.479
1304.0,1125.0,1,0.887,1.694
1304.0,879.0,1,0.993,0.112
1304.0,893.0,1,0.991,0.131
1304.0,1230.0,1,0.701,4.485
1304.0,1458.0,0,0.145,-2.178
1304.0,1322.0,1,0.448,8.274
1304.0,1222.0,1,0.72,4.201
1304.0,1116.0,1,0.897,1.545
1304.0,1216.0,1,0.734,3.995
1304.0,1168.0,1,0.827,2.592
1304.0,1201.0,1,0.766,3.51
1304.0,1364.0,1,0.334,9.992
1302.0,1115.0,1,0.896,1.561
1302.0,745.0,1,0.998,0.025
1314.0,1000.0,1,0.974,0.393
1314.0,1190.0,1,0.807,2.902
1314.0,1242.0,1,0.696,4.558
1314.0,1313.0,1,0.503,7.457
1314.0,1383.0,1,0.311,10.332
1300.0,800.0,1,0.997,0.047
1300.0,918.0,1,0.988,0.182
1300.0,999.0,1,0.97,0.455
1300.0,805.0,1,0.997,0.05
1300.0,1223.0,1,0.708,4.378
1300.0,1322.0,1,0.437,8.445
1274.0,1062.0,1,0.92,1.202
1274.0,1287.0,1,0.463,8.06
1274.0,1296.0,1,0.437,8.445
1274.0,1242.0,1,0.591,6.134
1274.0,985.0,1,0.965,0.52
1274.0,1066.0,1,0.916,1.254
1274.0,1033.0,1,0.941,0.881
1348.0,1384.0,0,0.398,-5.968
1348.0,1355.0,1,0.48,7.802
1351.0,1559.0,0,0.084,-1.254
1351.0,1599.0,0,0.054,-0.816
1351.0,1648.0,0,0.032,-0.475
1332.0,1345.0,1,0.463,8.06
1332.0,1353.0,0,0.44,-6.598
1332.0,1330.0,1,0.506,7.414
1332.0,1627.0,0,0.032,-0.486
1332.0,1434.0,1,0.236,11.459
1332.0,1548.0,0,0.077,-1.152
1332.0,1291.0,1,0.616,5.762
1332.0,1373.0,0,0.384,-5.762
1340.0,1412.0,0,0.304,-4.558
1340.0,1368.0,0,0.42,-6.302
1340.0,1217.0,1,0.805,2.929
1340.0,1373.0,0,0.406,-6.092
1314.0,1366.0,1,0.355,9.68
1314.0,1336.0,1,0.437,8.445
1314.0,1322.0,1,0.477,7.845
1315.0,1354.0,0,0.39,-5.844
1315.0,1262.0,1,0.648,5.28
1274.0,1858.0,0,0.001,-0.018
1274.0,1294.0,1,0.443,8.36
1274.0,1021.0,1,0.948,0.773
1274.0,1396.0,1,0.197,12.044
1274.0,1255.0,1,0.554,6.683
1274.0,1452.0,1,0.114,13.288
1359.0,1164.0,1,0.904,1.437
1359.0,1395.0,0,0.398,-5.968
1359.0,1219.0,1,0.834,2.495
1359.0,1255.0,0,0.768,-11.521
1359.0,1575.0,0,0.077,-1.152
1359.0,1299.0,1,0.666,5.008
1359.0,1514.0,0,0.144,-2.156
1359.0,1402.0,0,0.379,-5.681
1359.0,1164.0,0,0.904,-13.563
1359.0,1368.0,0,0.474,-7.112
1359.0,1302.0,0,0.658,-9.876
1359.0,1330.0,1,0.583,6.259
1359.0,1335.0,0,0.569,-8.53
1359.0,1330.0,0,0.583,-8.741
1359.0,1281.0,0,0.711,-10.658
1359.0,1480.0,0,0.199,-2.984
1359.0,1380.0,0,0.44,-6.598
1373.0,1043.0,1,0.978,0.328
1373.0,1276.0,0,0.753,-11.301
1373.0,1065.0,1,0.972,0.42
1373.0,1343.0,1,0.585,6.218
1373.0,1400.0,0,0.423,-6.344
1373.0,1494.0,0,0.199,-2.984
1333.0,1303.0,1,0.585,6.218
1333.0,1245.0,0,0.734,0.0
1333.0,1116.0,1,0.924,1.14
1333.0,1348.0,0,0.457,-6.854
1351.0,1278.0,0,0.699,-10.478
1351.0,1317.0,1,0.597,6.051
1351.0,1240.0,1,0.782,3.269
1351.0,1204.0,1,0.845,2.332
1351.0,1210.0,0,0.835,-12.529
1351.0,1299.0,0,0.645,-9.68
1351.0,972.0,1,0.987,0.189
1322.0,1290.0,1,0.591,6.134
1322.0,1355.0,1,0.406,8.908
1322.0,1222.0,1,0.76,3.604
1322.0,1440.0,1,0.204,11.933
1322.0,1434.0,0,0.216,-3.239
1322.0,1126.0,1,0.905,1.422
1321.0,1219.0,1,0.764,3.541
1321.0,1209.0,1,0.784,3.239
1321.0,1268.0,0,0.648,-9.72
1321.0,1287.0,1,0.597,6.051
1321.0,1262.0,1,0.664,5.046
1321.0,1288.0,0,0.594,-8.908
1321.0,1040.0,1,0.962,0.568
1321.0,1082.0,1,0.94,0.9
1334.0,1322.0,1,0.534,6.983
1334.0,1265.0,0,0.689,-10.332
1334.0,1291.0,0,0.621,-9.319
1363.0,1158.0,0,0.914,-13.706
1363.0,1319.0,0,0.624,-9.36
1363.0,1224.0,1,0.832,2.519
1363.0,1516.0,0,0.147,-2.199
1363.0,1385.0,0,0.437,-6.555
1342.0,1425.0,0,0.278,-4.166
1342.0,1673.0,0,0.022,-0.325
1342.0,1289.0,1,0.648,5.28
1342.0,1358.0,0,0.454,-6.811
1342.0,1286.0,1,0.656,5.163
1342.0,1271.0,1,0.694,4.595
1342.0,1297.0,1,0.627,5.6
1342.0,1465.0,1,0.195,12.071
1362.0,1251.0,1,0.782,3.269
1362.0,1237.0,1,0.808,2.875
1362.0,1245.0,0,0.794,-11.905
1362.0,1304.0,0,0.661,-9.915
1362.0,1386.0,0,0.431,-6.47
1362.0,1197.0,1,0.87,1.952
1343.0,1358.0,1,0.457,8.146
1343.0,1333.0,0,0.529,-7.931
1343.0,1318.0,1,0.571,6.428
1343.0,1302.0,1,0.616,5.762
1343.0,1201.0,1,0.837,2.448
1343.0,1311.0,1,0.591,6.134
1343.0,1286.0,1,0.658,5.124
1343.0,1279.0,1,0.676,4.855
1343.0,1292.0,0,0.643,-9.641
1343.0,1327.0,0,0.546,-8.189
1343.0,1295.0,1,0.635,5.479
1339.0,982.0,1,0.984,0.242
1339.0,1080.0,1,0.952,0.724
1335.0,1233.0,1,0.764,3.541
1335.0,972.0,1,0.985,0.226
1335.0,1055.0,1,0.962,0.574
1321.0,1445.0,1,0.193,12.098
1321.0,1431.0,0,0.22,-3.298
1321.0,1265.0,1,0.656,5.163
1321.0,979.0,1,0.981,0.287
1321.0,945.0,1,0.987,0.195
1314.0,1151.0,1,0.867,1.992
1314.0,1154.0,1,0.863,2.052
1314.0,1202.0,1,0.784,3.239
1301.0,1361.0,1,0.334,9.992
1301.0,1288.0,0,0.537,-8.06
1301.0,1391.0,0,0.262,-3.928
1301.0,1208.0,1,0.745,3.829
1301.0,1316.0,1,0.457,8.146
1301.0,1165.0,1,0.827,2.592
1309.0,1139.0,1,0.876,1.857
1309.0,1188.0,0,0.801,-12.016
1309.0,1135.0,1,0.881,1.783
1369.0,1107.0,1,0.953,0.7
1369.0,996.0,0,0.987,-14.798
1369.0,1209.0,1,0.863,2.052
1369.0,1235.0,1,0.824,2.642
1369.0,1285.0,1,0.725,4.132
1369.0,1134.0,1,0.937,0.94
1369.0,1093.0,0,0.96,-14.4
1369.0,1522.0,0,0.147,-2.199
1369.0,1017.0,1,0.983,0.256
1369.0,1342.0,0,0.577,-8.656
1355.0,1208.0,1,0.845,2.332
1355.0,1353.0,1,0.506,7.414
1355.0,1330.0,1,0.571,6.428
1355.0,1389.0,0,0.403,-6.051
1355.0,1374.0,1,0.446,8.317
1355.0,1361.0,0,0.483,-7.241
1355.0,1002.0,1,0.983,0.253
1358.0,1517.0,0,0.138,-2.073
1358.0,1423.0,0,0.321,-4.818
1358.0,1533.0,0,0.118,-1.765
1358.0,1353.0,1,0.514,7.284
1358.0,1383.0,0,0.429,-6.428
1358.0,1283.0,1,0.703,4.449
1356.0,1247.0,1,0.778,3.328
1356.0,1355.0,0,0.503,-7.543
1356.0,1346.0,0,0.529,-7.931
1356.0,1396.0,1,0.387,9.197
1356.0,1298.0,1,0.661,5.085
1356.0,1703.0,0,0.018,-0.271
1380.0,1302.0,1,0.711,4.342
1380.0,1484.0,0,0.232,-3.479
1380.0,1311.0,0,0.689,-10.332
1380.0,1270.0,1,0.78,3.298
1380.0,1352.0,0,0.58,-8.698
1380.0,1515.0,0,0.174,-2.617
1380.0,1403.0,0,0.434,-6.513
1390.0,1426.0,0,0.398,-5.968
1390.0,1378.0,1,0.534,6.983
1390.0,1247.0,1,0.838,2.424
1390.0,1143.0,1,0.945,0.825
1390.0,1103.0,0,0.965,-14.469
1390.0,1190.0,1,0.909,1.364
1390.0,1519.0,0,0.185,-2.77
1390.0,1470.0,0,0.285,-4.271
1386.0,1251.0,1,0.826,2.617
1391.0,1301.0,1,0.738,3.928
1391.0,1299.0,0,0.743,-11.138
1391.0,1156.0,1,0.937,0.94
1391.0,1208.0,1,0.892,1.626
1391.0,1141.0,1,0.947,0.799
1391.0,1486.0,0,0.251,-3.764
1391.0,946.0,1,0.994,0.089
1391.0,1452.0,0,0.331,-4.97
1391.0,1303.0,1,0.734,3.995
1391.0,927.0,1,0.995,0.071
1391.0,1007.0,1,0.988,0.178
1391.0,966.0,1,0.993,0.112
1391.0,982.0,1,0.991,0.134
1391.0,1049.0,1,0.981,0.287
1391.0,1175.0,1,0.923,1.152
1391.0,1167.0,1,0.929,1.058
1388.0,1189.0,1,0.908,1.378
1388.0,1295.0,1,0.745,3.829
1388.0,1291.0,1,0.753,3.699
1388.0,1457.0,0,0.311,-4.668
1388.0,1323.0,1,0.679,4.818
1388.0,1083.0,1,0.971,0.435
1388.0,1253.0,1,0.826,2.617
1388.0,1144.0,1,0.943,0.852
1388.0,1261.0,1,0.812,2.822
1388.0,1563.0,0,0.118,-1.765
1388.0,1268.0,1,0.799,3.011
1388.0,1165.0,0,0.929,-13.931
1388.0,1031.0,1,0.984,0.242
1376.0,1181.0,1,0.904,1.437
1376.0,1158.0,1,0.925,1.128
1376.0,1200.0,1,0.884,1.747
1376.0,1130.0,1,0.944,0.834
1376.0,1172.0,1,0.913,1.308
1366.0,1228.0,1,0.83,2.543
1366.0,1119.0,1,0.945,0.825
1366.0,1346.0,1,0.557,6.64
1320.0,1181.0,1,0.832,2.519
1320.0,1245.0,0,0.703,-10.551
1320.0,1006.0,1,0.974,0.393
1320.0,1349.0,1,0.417,8.741
1320.0,1285.0,0,0.599,-8.991
1320.0,1309.0,1,0.532,7.026
1320.0,1201.0,1,0.797,3.039
1320.0,1292.0,1,0.58,6.302
1320.0,1385.0,1,0.321,10.182
1324.0,1305.0,0,0.554,-8.317
1324.0,1381.0,0,0.342,-5.124
1324.0,1359.0,1,0.401,8.991
1314.0,1355.0,0,0.384,-5.762
1314.0,1304.0,1,0.529,7.069
1314.0,1333.0,1,0.446,8.317
1306.0,1412.0,0,0.228,-3.418
1306.0,1246.0,0,0.666,-9.992
1306.0,1368.0,1,0.329,10.069
1306.0,1368.0,0,0.329,-4.931
1306.0,1246.0,1,0.666,5.008
1306.0,862.0,1,0.994,0.09
1306.0,1233.0,1,0.699,4.522
1306.0,1373.0,1,0.316,10.257
1322.0,1352.0,0,0.415,-6.218
1322.0,1314.0,0,0.523,-7.845
1322.0,1467.0,0,0.159,-2.378
1324.0,1353.0,0,0.417,-6.259
1324.0,1179.0,0,0.841,-12.622
1324.0,1246.0,1,0.711,4.342
1324.0,1203.0,1,0.801,2.984
1324.0,1238.0,1,0.729,4.063
1321.0,1196.0,1,0.808,2.875
1321.0,754.0,1,0.999,0.022
1321.0,995.0,1,0.977,0.344
1345.0,975.0,1,0.986,0.209
1345.0,1235.0,0,0.78,-11.702
1345.0,1143.0,1,0.911,1.335
1345.0,1206.0,0,0.832,-12.481
1345.0,1189.0,1,0.858,2.135
1345.0,1138.0,1,0.916,1.267
1345.0,1169.0,1,0.884,1.747
1345.0,1148.0,0,0.906,-13.593
1345.0,1136.0,1,0.917,1.241
1343.0,1122.0,1,0.927,1.092
1343.0,1123.0,1,0.926,1.104
1361.0,1177.0,1,0.893,1.61
1361.0,1225.0,0,0.827,-12.408
1361.0,1122.0,1,0.94,0.9
1361.0,1308.0,0,0.648,-9.72
1356.0,1049.0,1,0.972,0.425
1356.0,1090.0,1,0.955,0.67
1356.0,1261.0,1,0.749,3.764
1335.0,1111.0,1,0.929,1.058
1335.0,1126.0,1,0.917,1.241
1324.0,1253.0,1,0.694,4.595
1324.0,1517.0,0,0.098,-1.467
1324.0,1440.0,0,0.208,-3.124
1324.0,1399.0,0,0.297,-4.449
